FY,Month Grouping,Month (abbv),Region,Field Office,State,Port of Entry,Mode of Transportation,Measure Name,Category,Count
2024,FYTD,NOV,Northern Border,PORTLAND,OR,"PORTLAND, OR (2904)",Air,Conveyances,Air,148
2024,FYTD,NOV,Northern Border,PORTLAND,OR,"PORTLAND, OR (2904)",Air,Travelers,Air,20025
2024,FYTD,NOV,Northern Border,PORTLAND,WY,"CASPER, WYOMING (3332)",Air,Conveyances,Air,24
2024,FYTD,NOV,Northern Border,PORTLAND,WY,"CASPER, WYOMING (3332)",Air,Travelers,Air,93
2024,FYTD,NOV,Northern Border,SEATTLE,ID,"EASTPORT, ID (3302)",Land,Conveyances,Passenger Vehicles,3699
2024,FYTD,NOV,Northern Border,SEATTLE,ID,"EASTPORT, ID (3302)",Land,Conveyances,Trucks,3999
2024,FYTD,NOV,Northern Border,SEATTLE,ID,"EASTPORT, ID (3302)",Land,Travelers,Passenger Vehicles,7693
2024,FYTD,NOV,Northern Border,SEATTLE,ID,"EASTPORT, ID (3302)",Land,Travelers,Pedestrians,493
2024,FYTD,NOV,Northern Border,SEATTLE,ID,"EASTPORT, ID (3302)",Land,Travelers,Trucks,4391
2024,FYTD,NOV,Northern Border,SEATTLE,ID,"PORTHILL, ID (3308)",Land,Conveyances,Passenger Vehicles,5649
2024,FYTD,NOV,Northern Border,SEATTLE,ID,"PORTHILL, ID (3308)",Land,Conveyances,Trucks,180
2024,FYTD,NOV,Northern Border,SEATTLE,ID,"PORTHILL, ID (3308)",Land,Travelers,Passenger Vehicles,9774
2024,FYTD,NOV,Northern Border,SEATTLE,ID,"PORTHILL, ID (3308)",Land,Travelers,Pedestrians,69
2024,FYTD,NOV,Northern Border,SEATTLE,ID,"PORTHILL, ID (3308)",Land,Travelers,Trucks,188
2024,FYTD,NOV,Northern Border,SEATTLE,MN,"BAUDETTE, MN (3424)",Air,Conveyances,Air,2
2024,FYTD,NOV,Northern Border,SEATTLE,MN,"BAUDETTE, MN (3424)",Air,Travelers,Air,3
2024,FYTD,NOV,Northern Border,SEATTLE,MN,"BAUDETTE, MN (3424)",Land,Conveyances,Passenger Vehicles,9528
2024,FYTD,NOV,Northern Border,SEATTLE,MN,"BAUDETTE, MN (3424)",Land,Conveyances,Trucks,252
2024,FYTD,NOV,Northern Border,SEATTLE,MN,"BAUDETTE, MN (3424)",Land,Travelers,Passenger Vehicles,15846
2024,FYTD,NOV,Northern Border,SEATTLE,MN,"BAUDETTE, MN (3424)",Land,Travelers,Pedestrians,9
2024,FYTD,NOV,Northern Border,SEATTLE,MN,"BAUDETTE, MN (3424)",Land,Travelers,Trucks,264
2024,FYTD,NOV,Northern Border,SEATTLE,MN,"GRAND PORTAGE, MN (3613)",Air,Conveyances,Air,1
2024,FYTD,NOV,Northern Border,SEATTLE,MN,"GRAND PORTAGE, MN (3613)",Air,Travelers,Air,2
2024,FYTD,NOV,Northern Border,SEATTLE,MN,"GRAND PORTAGE, MN (3613)",Land,Conveyances,Passenger Vehicles,9001
2024,FYTD,NOV,Northern Border,SEATTLE,MN,"GRAND PORTAGE, MN (3613)",Land,Conveyances,Trucks,809
2024,FYTD,NOV,Northern Border,SEATTLE,MN,"GRAND PORTAGE, MN (3613)",Land,Travelers,Passenger Vehicles,18289
2024,FYTD,NOV,Northern Border,SEATTLE,MN,"GRAND PORTAGE, MN (3613)",Land,Travelers,Pedestrians,236
2024,FYTD,NOV,Northern Border,SEATTLE,MN,"GRAND PORTAGE, MN (3613)",Land,Travelers,Trucks,906
2024,FYTD,NOV,Northern Border,SEATTLE,MN,"INTERNATIONAL FALLS, MN (3604)",Air,Conveyances,Air,12
2024,FYTD,NOV,Northern Border,SEATTLE,MN,"INTERNATIONAL FALLS, MN (3604)",Air,Travelers,Air,42
2024,FYTD,NOV,Northern Border,SEATTLE,MN,"INTERNATIONAL FALLS, MN (3604)",Land,Conveyances,Passenger Vehicles,17210
2024,FYTD,NOV,Northern Border,SEATTLE,MN,"INTERNATIONAL FALLS, MN (3604)",Land,Conveyances,Trucks,1351
2024,FYTD,NOV,Northern Border,SEATTLE,MN,"INTERNATIONAL FALLS, MN (3604)",Land,Travelers,Passenger Vehicles,29835
2024,FYTD,NOV,Northern Border,SEATTLE,MN,"INTERNATIONAL FALLS, MN (3604)",Land,Travelers,Pedestrians,295
2024,FYTD,NOV,Northern Border,SEATTLE,MN,"INTERNATIONAL FALLS, MN (3604)",Land,Travelers,Trucks,1460
2024,FYTD,NOV,Northern Border,SEATTLE,MN,"LANCASTER, MN (3430)",Land,Conveyances,Passenger Vehicles,1199
2024,FYTD,NOV,Northern Border,SEATTLE,MN,"LANCASTER, MN (3430)",Land,Conveyances,Trucks,519
2024,FYTD,NOV,Northern Border,SEATTLE,MN,"LANCASTER, MN (3430)",Land,Travelers,Passenger Vehicles,2560
2024,FYTD,NOV,Northern Border,SEATTLE,MN,"LANCASTER, MN (3430)",Land,Travelers,Pedestrians,116
2024,FYTD,NOV,Northern Border,SEATTLE,MN,"LANCASTER, MN (3430)",Land,Travelers,Trucks,527
2024,FYTD,NOV,Northern Border,SEATTLE,MN,"PINECREEK, MN (3425)",Air,Conveyances,Air,3
2024,FYTD,NOV,Northern Border,SEATTLE,MN,"PINECREEK, MN (3425)",Air,Travelers,Air,8
2024,FYTD,NOV,Northern Border,SEATTLE,MN,"PINECREEK, MN (3425)",Land,Conveyances,Passenger Vehicles,167
2024,FYTD,NOV,Northern Border,SEATTLE,MN,"PINECREEK, MN (3425)",Land,Conveyances,Trucks,5
2024,FYTD,NOV,Northern Border,SEATTLE,MN,"PINECREEK, MN (3425)",Land,Travelers,Passenger Vehicles,284
2024,FYTD,NOV,Northern Border,SEATTLE,MN,"PINECREEK, MN (3425)",Land,Travelers,Trucks,5
2024,FYTD,NOV,Northern Border,SEATTLE,MN,"ROSEAU, MN (3426)",Land,Conveyances,Passenger Vehicles,1842
2024,FYTD,NOV,Northern Border,SEATTLE,MN,"ROSEAU, MN (3426)",Land,Conveyances,Trucks,259
2024,FYTD,NOV,Northern Border,SEATTLE,MN,"ROSEAU, MN (3426)",Land,Travelers,Passenger Vehicles,2984
2024,FYTD,NOV,Northern Border,SEATTLE,MN,"ROSEAU, MN (3426)",Land,Travelers,Pedestrians,7
2024,FYTD,NOV,Northern Border,SEATTLE,MN,"ROSEAU, MN (3426)",Land,Travelers,Trucks,266
2024,FYTD,NOV,Northern Border,SEATTLE,MN,"WARROAD, MN (3423)",Air,Conveyances,Air,2
2024,FYTD,NOV,Northern Border,SEATTLE,MN,"WARROAD, MN (3423)",Air,Travelers,Air,5
2024,FYTD,NOV,Northern Border,SEATTLE,MN,"WARROAD, MN (3423)",Land,Conveyances,Passenger Vehicles,5267
2024,FYTD,NOV,Northern Border,SEATTLE,MN,"WARROAD, MN (3423)",Land,Conveyances,Trucks,482
2024,FYTD,NOV,Northern Border,SEATTLE,MN,"WARROAD, MN (3423)",Land,Travelers,Passenger Vehicles,9878
2024,FYTD,NOV,Northern Border,SEATTLE,MN,"WARROAD, MN (3423)",Land,Travelers,Pedestrians,17
2024,FYTD,NOV,Northern Border,SEATTLE,MN,"WARROAD, MN (3423)",Land,Travelers,Trucks,498
2024,FYTD,NOV,Northern Border,SEATTLE,MT,BOZEMAN YELLOWSTONE UFA (3386),Air,Conveyances,Air,14
2024,FYTD,NOV,Northern Border,SEATTLE,MT,BOZEMAN YELLOWSTONE UFA (3386),Air,Travelers,Air,82
2024,FYTD,NOV,Northern Border,SEATTLE,MT,"DEL BONITA, MT (3322)",Air,Conveyances,Air,5
2024,FYTD,NOV,Northern Border,SEATTLE,MT,"DEL BONITA, MT (3322)",Air,Travelers,Air,8
2024,FYTD,NOV,Northern Border,SEATTLE,MT,"DEL BONITA, MT (3322)",Land,Conveyances,Passenger Vehicles,1068
2024,FYTD,NOV,Northern Border,SEATTLE,MT,"DEL BONITA, MT (3322)",Land,Conveyances,Trucks,62
2024,FYTD,NOV,Northern Border,SEATTLE,MT,"DEL BONITA, MT (3322)",Land,Travelers,Passenger Vehicles,2228
2024,FYTD,NOV,Northern Border,SEATTLE,MT,"DEL BONITA, MT (3322)",Land,Travelers,Pedestrians,14
2024,FYTD,NOV,Northern Border,SEATTLE,MT,"DEL BONITA, MT (3322)",Land,Travelers,Trucks,70
2024,FYTD,NOV,Northern Border,SEATTLE,MT,"GREAT FALLS, MT (3304)",Air,Conveyances,Air,54
2024,FYTD,NOV,Northern Border,SEATTLE,MT,"GREAT FALLS, MT (3304)",Air,Travelers,Air,192
2024,FYTD,NOV,Northern Border,SEATTLE,MT,"KALISPELL, MT (3324)",Air,Conveyances,Air,16
2024,FYTD,NOV,Northern Border,SEATTLE,MT,"KALISPELL, MT (3324)",Air,Travelers,Air,66
2024,FYTD,NOV,Northern Border,SEATTLE,MT,"MORGAN, MT (3319)",Land,Conveyances,Passenger Vehicles,240
2024,FYTD,NOV,Northern Border,SEATTLE,MT,"MORGAN, MT (3319)",Land,Conveyances,Trucks,17
2024,FYTD,NOV,Northern Border,SEATTLE,MT,"MORGAN, MT (3319)",Land,Travelers,Passenger Vehicles,533
2024,FYTD,NOV,Northern Border,SEATTLE,MT,"MORGAN, MT (3319)",Land,Travelers,Pedestrians,6
2024,FYTD,NOV,Northern Border,SEATTLE,MT,"MORGAN, MT (3319)",Land,Travelers,Trucks,16
2024,FYTD,NOV,Northern Border,SEATTLE,MT,"OPHEIM, MT (3317)",Land,Conveyances,Passenger Vehicles,118
2024,FYTD,NOV,Northern Border,SEATTLE,MT,"OPHEIM, MT (3317)",Land,Conveyances,Trucks,8
2024,FYTD,NOV,Northern Border,SEATTLE,MT,"OPHEIM, MT (3317)",Land,Travelers,Passenger Vehicles,161
2024,FYTD,NOV,Northern Border,SEATTLE,MT,"OPHEIM, MT (3317)",Land,Travelers,Trucks,8
2024,FYTD,NOV,Northern Border,SEATTLE,MT,"PIEGAN, MT (3316)",Land,Conveyances,Passenger Vehicles,2980
2024,FYTD,NOV,Northern Border,SEATTLE,MT,"PIEGAN, MT (3316)",Land,Conveyances,Trucks,156
2024,FYTD,NOV,Northern Border,SEATTLE,MT,"PIEGAN, MT (3316)",Land,Travelers,Passenger Vehicles,6060
2024,FYTD,NOV,Northern Border,SEATTLE,MT,"PIEGAN, MT (3316)",Land,Travelers,Pedestrians,194
2024,FYTD,NOV,Northern Border,SEATTLE,MT,"PIEGAN, MT (3316)",Land,Travelers,Trucks,158
2024,FYTD,NOV,Northern Border,SEATTLE,MT,"RAYMOND, MT (3301)",Land,Conveyances,Passenger Vehicles,1541
2024,FYTD,NOV,Northern Border,SEATTLE,MT,"RAYMOND, MT (3301)",Land,Conveyances,Trucks,1397
2024,FYTD,NOV,Northern Border,SEATTLE,MT,"RAYMOND, MT (3301)",Land,Travelers,Passenger Vehicles,2955
2024,FYTD,NOV,Northern Border,SEATTLE,MT,"RAYMOND, MT (3301)",Land,Travelers,Pedestrians,97
2024,FYTD,NOV,Northern Border,SEATTLE,MT,"RAYMOND, MT (3301)",Land,Travelers,Trucks,1537
2024,FYTD,NOV,Northern Border,SEATTLE,MT,"ROOSVILLE, MT (3318)",Land,Conveyances,Passenger Vehicles,6225
2024,FYTD,NOV,Northern Border,SEATTLE,MT,"ROOSVILLE, MT (3318)",Land,Conveyances,Trucks,914
2024,FYTD,NOV,Northern Border,SEATTLE,MT,"ROOSVILLE, MT (3318)",Land,Travelers,Passenger Vehicles,12090
2024,FYTD,NOV,Northern Border,SEATTLE,MT,"ROOSVILLE, MT (3318)",Land,Travelers,Pedestrians,204
2024,FYTD,NOV,Northern Border,SEATTLE,MT,"ROOSVILLE, MT (3318)",Land,Travelers,Trucks,913
2024,FYTD,NOV,Northern Border,SEATTLE,MT,"SCOBEY, MT (3309)",Land,Conveyances,Passenger Vehicles,337
2024,FYTD,NOV,Northern Border,SEATTLE,MT,"SCOBEY, MT (3309)",Land,Conveyances,Trucks,50
2024,FYTD,NOV,Northern Border,SEATTLE,MT,"SCOBEY, MT (3309)",Land,Travelers,Passenger Vehicles,624
2024,FYTD,NOV,Northern Border,SEATTLE,MT,"SCOBEY, MT (3309)",Land,Travelers,Pedestrians,12
2024,FYTD,NOV,Northern Border,SEATTLE,MT,"SCOBEY, MT (3309)",Land,Travelers,Trucks,51
2024,FYTD,NOV,Northern Border,SEATTLE,MT,"SWEETGRASS, MT (3310)",Land,Conveyances,Passenger Vehicles,12335
2024,FYTD,NOV,Northern Border,SEATTLE,MT,"SWEETGRASS, MT (3310)",Land,Conveyances,Trucks,13130
2024,FYTD,NOV,Northern Border,SEATTLE,MT,"SWEETGRASS, MT (3310)",Land,Travelers,Passenger Vehicles,24518
2024,FYTD,NOV,Northern Border,SEATTLE,MT,"SWEETGRASS, MT (3310)",Land,Travelers,Pedestrians,2041
2024,FYTD,NOV,Northern Border,SEATTLE,MT,"SWEETGRASS, MT (3310)",Land,Travelers,Trucks,15677
2024,FYTD,NOV,Northern Border,SEATTLE,MT,"TURNER, MT (3306)",Land,Conveyances,Passenger Vehicles,439
2024,FYTD,NOV,Northern Border,SEATTLE,MT,"TURNER, MT (3306)",Land,Conveyances,Trucks,49
2024,FYTD,NOV,Northern Border,SEATTLE,MT,"TURNER, MT (3306)",Land,Travelers,Passenger Vehicles,859
2024,FYTD,NOV,Northern Border,SEATTLE,MT,"TURNER, MT (3306)",Land,Travelers,Pedestrians,13
2024,FYTD,NOV,Northern Border,SEATTLE,MT,"TURNER, MT (3306)",Land,Travelers,Trucks,60
2024,FYTD,NOV,Northern Border,SEATTLE,MT,"WHITLASH, MT (3321)",Land,Conveyances,Passenger Vehicles,48
2024,FYTD,NOV,Northern Border,SEATTLE,MT,"WHITLASH, MT (3321)",Land,Travelers,Passenger Vehicles,103
2024,FYTD,NOV,Northern Border,SEATTLE,MT,"WILDHORSE, MT (3323)",Land,Conveyances,Passenger Vehicles,748
2024,FYTD,NOV,Northern Border,SEATTLE,MT,"WILDHORSE, MT (3323)",Land,Conveyances,Trucks,9
2024,FYTD,NOV,Northern Border,SEATTLE,MT,"WILDHORSE, MT (3323)",Land,Travelers,Passenger Vehicles,1559
2024,FYTD,NOV,Northern Border,SEATTLE,MT,"WILDHORSE, MT (3323)",Land,Travelers,Pedestrians,19
2024,FYTD,NOV,Northern Border,SEATTLE,MT,"WILDHORSE, MT (3323)",Land,Travelers,Trucks,9
2024,FYTD,NOV,Northern Border,SEATTLE,MT,"WILLOW CREEK, MT (3325)",Land,Conveyances,Passenger Vehicles,287
2024,FYTD,NOV,Northern Border,SEATTLE,MT,"WILLOW CREEK, MT (3325)",Land,Travelers,Passenger Vehicles,614
2024,FYTD,NOV,Northern Border,SEATTLE,MT,"WILLOW CREEK, MT (3325)",Land,Travelers,Pedestrians,3
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"AMBROSE, ND (3410)",Land,Conveyances,Passenger Vehicles,100
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"AMBROSE, ND (3410)",Land,Travelers,Passenger Vehicles,195
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"ANTLER, ND (3413)",Land,Conveyances,Passenger Vehicles,437
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"ANTLER, ND (3413)",Land,Conveyances,Trucks,87
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"ANTLER, ND (3413)",Land,Travelers,Passenger Vehicles,785
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"ANTLER, ND (3413)",Land,Travelers,Pedestrians,1
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"ANTLER, ND (3413)",Land,Travelers,Trucks,89
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"CARBURY, ND (3421)",Land,Conveyances,Passenger Vehicles,762
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"CARBURY, ND (3421)",Land,Conveyances,Trucks,18
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"CARBURY, ND (3421)",Land,Travelers,Passenger Vehicles,1509
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"CARBURY, ND (3421)",Land,Travelers,Pedestrians,11
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"CARBURY, ND (3421)",Land,Travelers,Trucks,17
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"DUNSEITH, ND (3422)",Air,Conveyances,Air,2
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"DUNSEITH, ND (3422)",Air,Travelers,Air,3
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"DUNSEITH, ND (3422)",Land,Conveyances,Passenger Vehicles,2943
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"DUNSEITH, ND (3422)",Land,Conveyances,Trucks,2331
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"DUNSEITH, ND (3422)",Land,Travelers,Passenger Vehicles,5912
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"DUNSEITH, ND (3422)",Land,Travelers,Pedestrians,212
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"DUNSEITH, ND (3422)",Land,Travelers,Trucks,2478
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"FORTUNA, ND (3417)",Land,Conveyances,Passenger Vehicles,658
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"FORTUNA, ND (3417)",Land,Conveyances,Trucks,220
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"FORTUNA, ND (3417)",Land,Travelers,Passenger Vehicles,1234
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"FORTUNA, ND (3417)",Land,Travelers,Pedestrians,17
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"FORTUNA, ND (3417)",Land,Travelers,Trucks,229
2024,FYTD,NOV,Northern Border,SEATTLE,ND,GRAND FORKS AIRPORT (3427),Air,Conveyances,Air,14
2024,FYTD,NOV,Northern Border,SEATTLE,ND,GRAND FORKS AIRPORT (3427),Air,Travelers,Air,63
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"HANNAH, ND (3408)",Land,Conveyances,Passenger Vehicles,40
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"HANNAH, ND (3408)",Land,Conveyances,Trucks,2
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"HANNAH, ND (3408)",Land,Travelers,Passenger Vehicles,70
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"HANNAH, ND (3408)",Land,Travelers,Trucks,3
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"HANSBORO, ND (3415)",Land,Conveyances,Passenger Vehicles,322
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"HANSBORO, ND (3415)",Land,Conveyances,Trucks,40
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"HANSBORO, ND (3415)",Land,Travelers,Passenger Vehicles,627
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"HANSBORO, ND (3415)",Land,Travelers,Pedestrians,11
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"HANSBORO, ND (3415)",Land,Travelers,Trucks,46
2024,FYTD,NOV,Northern Border,SEATTLE,ND,HECTOR INTERNATIONAL AIRPORT (3411),Air,Conveyances,Air,46
2024,FYTD,NOV,Northern Border,SEATTLE,ND,HECTOR INTERNATIONAL AIRPORT (3411),Air,Travelers,Air,182
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"MAIDA, ND (3416)",Land,Conveyances,Passenger Vehicles,234
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"MAIDA, ND (3416)",Land,Conveyances,Trucks,125
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"MAIDA, ND (3416)",Land,Travelers,Passenger Vehicles,446
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"MAIDA, ND (3416)",Land,Travelers,Trucks,126
2024,FYTD,NOV,Northern Border,SEATTLE,ND,MINOT AIRPORT (3434),Air,Conveyances,Air,27
2024,FYTD,NOV,Northern Border,SEATTLE,ND,MINOT AIRPORT (3434),Air,Travelers,Air,93
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"NECHE, ND (3404)",Land,Conveyances,Passenger Vehicles,1120
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"NECHE, ND (3404)",Land,Conveyances,Trucks,985
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"NECHE, ND (3404)",Land,Travelers,Passenger Vehicles,1721
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"NECHE, ND (3404)",Land,Travelers,Pedestrians,10
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"NECHE, ND (3404)",Land,Travelers,Trucks,982
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"NOONAN, ND (3420)",Land,Conveyances,Passenger Vehicles,1046
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"NOONAN, ND (3420)",Land,Conveyances,Trucks,168
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"NOONAN, ND (3420)",Land,Travelers,Passenger Vehicles,1838
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"NOONAN, ND (3420)",Land,Travelers,Pedestrians,23
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"NOONAN, ND (3420)",Land,Travelers,Trucks,168
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"NORTHGATE, ND (3406)",Land,Conveyances,Passenger Vehicles,609
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"NORTHGATE, ND (3406)",Land,Conveyances,Trucks,355
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"NORTHGATE, ND (3406)",Land,Travelers,Passenger Vehicles,1209
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"NORTHGATE, ND (3406)",Land,Travelers,Pedestrians,8
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"NORTHGATE, ND (3406)",Land,Travelers,Trucks,355
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"PEMBINA, ND (3401)",Land,Conveyances,Passenger Vehicles,16113
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"PEMBINA, ND (3401)",Land,Conveyances,Trucks,20204
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"PEMBINA, ND (3401)",Land,Travelers,Passenger Vehicles,36286
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"PEMBINA, ND (3401)",Land,Travelers,Pedestrians,2827
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"PEMBINA, ND (3401)",Land,Travelers,Trucks,24558
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"PORTAL, ND (3403)",Land,Conveyances,Passenger Vehicles,4725
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"PORTAL, ND (3403)",Land,Conveyances,Trucks,7669
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"PORTAL, ND (3403)",Land,Travelers,Passenger Vehicles,9452
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"PORTAL, ND (3403)",Land,Travelers,Pedestrians,788
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"PORTAL, ND (3403)",Land,Travelers,Trucks,8852
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"SARLES, ND (3409)",Land,Conveyances,Passenger Vehicles,139
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"SARLES, ND (3409)",Land,Conveyances,Trucks,39
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"SARLES, ND (3409)",Land,Travelers,Passenger Vehicles,312
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"SARLES, ND (3409)",Land,Travelers,Pedestrians,4
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"SARLES, ND (3409)",Land,Travelers,Trucks,40
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"SHERWOOD, ND (3414)",Land,Conveyances,Passenger Vehicles,988
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"SHERWOOD, ND (3414)",Land,Conveyances,Trucks,319
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"SHERWOOD, ND (3414)",Land,Travelers,Passenger Vehicles,1824
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"SHERWOOD, ND (3414)",Land,Travelers,Pedestrians,12
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"SHERWOOD, ND (3414)",Land,Travelers,Trucks,323
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"ST JOHN, ND (3405)",Land,Conveyances,Passenger Vehicles,484
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"ST JOHN, ND (3405)",Land,Conveyances,Trucks,91
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"ST JOHN, ND (3405)",Land,Travelers,Passenger Vehicles,890
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"ST JOHN, ND (3405)",Land,Travelers,Pedestrians,3
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"ST JOHN, ND (3405)",Land,Travelers,Trucks,94
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"WALHALLA, ND (3407)",Land,Conveyances,Passenger Vehicles,1447
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"WALHALLA, ND (3407)",Land,Conveyances,Trucks,863
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"WALHALLA, ND (3407)",Land,Travelers,Passenger Vehicles,2630
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"WALHALLA, ND (3407)",Land,Travelers,Pedestrians,21
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"WALHALLA, ND (3407)",Land,Travelers,Trucks,867
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"WESTHOPE, ND (3419)",Land,Conveyances,Passenger Vehicles,397
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"WESTHOPE, ND (3419)",Land,Conveyances,Trucks,85
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"WESTHOPE, ND (3419)",Land,Travelers,Passenger Vehicles,824
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"WESTHOPE, ND (3419)",Land,Travelers,Pedestrians,9
2024,FYTD,NOV,Northern Border,SEATTLE,ND,"WESTHOPE, ND (3419)",Land,Travelers,Trucks,91
2024,FYTD,NOV,Northern Border,SEATTLE,ND,WILLISTON AIRPORT (3433),Air,Conveyances,Air,11
2024,FYTD,NOV,Northern Border,SEATTLE,ND,WILLISTON AIRPORT (3433),Air,Travelers,Air,56
2024,FYTD,NOV,Northern Border,SEATTLE,WA,"ANACORTES, WA (3010)",Air,Conveyances,Air,1
2024,FYTD,NOV,Northern Border,SEATTLE,WA,"ANACORTES, WA (3010)",Air,Travelers,Air,2
2024,FYTD,NOV,Northern Border,SEATTLE,WA,"BELLINGHAM, WA (3005)",Air,Conveyances,Air,43
2024,FYTD,NOV,Northern Border,SEATTLE,WA,"BELLINGHAM, WA (3005)",Air,Travelers,Air,107
2024,FYTD,NOV,Northern Border,SEATTLE,WA,"BLAINE, WA (3004)",Land,Conveyances,Passenger Vehicles,227174
2024,FYTD,NOV,Northern Border,SEATTLE,WA,"BLAINE, WA (3004)",Land,Conveyances,Trucks,28203
2024,FYTD,NOV,Northern Border,SEATTLE,WA,"BLAINE, WA (3004)",Land,Travelers,Passenger Vehicles,443264
2024,FYTD,NOV,Northern Border,SEATTLE,WA,"BLAINE, WA (3004)",Land,Travelers,Pedestrians,25360
2024,FYTD,NOV,Northern Border,SEATTLE,WA,"BLAINE, WA (3004)",Land,Travelers,Trucks,31726
2024,FYTD,NOV,Northern Border,SEATTLE,WA,"BOUNDARY, WA (3015)",Land,Conveyances,Passenger Vehicles,1204
2024,FYTD,NOV,Northern Border,SEATTLE,WA,"BOUNDARY, WA (3015)",Land,Conveyances,Trucks,24
2024,FYTD,NOV,Northern Border,SEATTLE,WA,"BOUNDARY, WA (3015)",Land,Travelers,Passenger Vehicles,2236
2024,FYTD,NOV,Northern Border,SEATTLE,WA,"BOUNDARY, WA (3015)",Land,Travelers,Pedestrians,11
